"path","artifact_class","physical_owner","proposed_module","audit_state"
"internal/application/textdocument/publisher_connections_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/reader_connection.go","production-go","internal/application/textdocument","bounded text document Application","behavior-source-traced"
"internal/application/textdocument/reader_connection_fixture_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/reader_connection_fragmentation_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/reader_connection_io.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/reader_connection_refusal_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/reader_connection_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/snapshot_exchange_linux.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/snapshot_exchange_linux_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/snapshot_file_linux.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/snapshot_file_linux_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/snapshot_file_other.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/worker.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/worker_attachment_initialization.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/worker_attachment_initialization_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/worker_descriptor_audit_linux_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/worker_escape_linux_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/worker_hostile_linux_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/application/textdocument/worker_initialization.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/worker_mode.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/worker_output.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/worker_process_linux.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/worker_process_other.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/worker_scheduling.go","production-go","internal/application/textdocument","bounded text document Application","package-contract-pass"
"internal/application/textdocument/worker_test.go","go-test","internal/application/textdocument","","unreviewed"
"internal/architecture/application_seams_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/architecture_support_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/architecture_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/artifact_representation_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/authority_regression_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/command_evidence_profiles_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/doc.go","production-go","internal/architecture","architecture test gate","package-contract-pass"
"internal/architecture/extraction_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/fuzz_profile_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/initiator_receiving_retirement_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/node_retirement_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/ownership_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/pr_selection_behavior_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/project_go_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/qualification_preparation_time_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/qualification_smoke_capacity_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/quality_wiring_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/rendezvous_engine_retirement_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/repository_artifacts_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/test_profile_make_targets_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/test_profiles_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/testing_model_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/transit_issuer_retirement_test.go","go-test","internal/architecture","","unreviewed"
"internal/architecture/user_route_retirement_test.go","go-test","internal/architecture","","unreviewed"
"internal/contributor/concurrent_lifecycle_regression_test.go","go-test","internal/contributor","","unreviewed"
"internal/contributor/contract.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/control.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/diagnostics.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/doc.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/installation_record.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/installation_recovery.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/management_executable_recovery.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/paths.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/persisted_input.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/persisted_input_fuzz_test.go","go-test","internal/contributor","","unreviewed"
"internal/contributor/profile_identity.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/profile_identity_migration_test.go","go-test","internal/contributor","","unreviewed"
"internal/contributor/profile_test.go","go-test","internal/contributor","","unreviewed"
"internal/contributor/recovery.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/recovery_test.go","go-test","internal/contributor","","unreviewed"
"internal/contributor/retained_installation_fixture_test.go","go-test","internal/contributor","","unreviewed"
"internal/contributor/root_lease.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/root_lease_unix.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/root_lease_windows.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/contributor/testdata/retained-unit.service","source-asset","internal/contributor/testdata","","unreviewed"
"internal/contributor/update_record.go","production-go","internal/contributor","dedicated-host retirement and recovery","package-contract-pass"
"internal/custody/admission_authority.go","production-go","internal/custody","admission-authority","behavior-source-traced"
"internal/custody/admission_authority_test.go","go-test","internal/custody","","unreviewed"
"internal/custody/admission_permission_client_linux_test.go","go-test","internal/custody","","unreviewed"
"internal/custody/authority_floor.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/authority_state.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/bundle_export.go","production-go","internal/custody","authority-recovery","package-contract-pass"
"internal/custody/bundle_restore.go","production-go","internal/custody","authority-recovery","package-contract-pass"
"internal/custody/canonical_envelope.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/doc.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/durability_nonwindows.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/durability_windows.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/public_envelope_inspection.go","production-go","internal/custody","authority-inspection","package-contract-pass"
"internal/custody/service_authority.go","production-go","internal/custody","service-authority","behavior-source-traced"
"internal/custody/service_authority_test.go","go-test","internal/custody","","unreviewed"
"internal/custody/service_credential.go","production-go","internal/custody","service-authority","behavior-source-traced"
"internal/custody/vault.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/vault_contract.go","production-go","internal/custody","mixed-custody-interface","package-contract-pass"
"internal/custody/vault_lock.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/vault_lock_nonwindows.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/vault_lock_windows.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/vault_namespace_preparation.go","production-go","internal/custody","name-authority-uncomposed","package-contract-pass"
"internal/custody/vault_namespace_signing_test.go","go-test","internal/custody","","unreviewed"
"internal/custody/vault_operation.go","production-go","internal/custody","mixed-custody-interface","behavior-source-traced"
"internal/custody/vault_operation_test.go","go-test","internal/custody","","unreviewed"
"internal/custody/vault_purge.go","production-go","internal/custody","vault-core","package-contract-pass"
"internal/custody/vault_purge_test.go","go-test","internal/custody","","unreviewed"
"internal/custody/vault_reconciliation.go","production-go","internal/custody","name-authority-uncomposed","package-contract-pass"
"internal/diagnostics/timeline/doc.go","production-go","internal/diagnostics/timeline","operator event timeline projection","package-contract-pass"
"internal/diagnostics/timeline/project.go","production-go","internal/diagnostics/timeline","operator event timeline projection","package-contract-pass"
"internal/diagnostics/timeline/project_test.go","go-test","internal/diagnostics/timeline","","unreviewed"
"internal/endpoint/application_half_close.go","production-go","internal/endpoint","service-connection","first-source-pass"
"internal/endpoint/closed_state_binding.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/descriptorhistory/doc.go","production-go","internal/endpoint/descriptorhistory","publication-discovery","first-source-pass"
"internal/endpoint/descriptorhistory/history.go","production-go","internal/endpoint/descriptorhistory","publication-discovery","first-source-pass"
"internal/endpoint/descriptorhistory/history_test.go","go-test","internal/endpoint/descriptorhistory","","unreviewed"
"internal/endpoint/doc.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/durableroot/access_unix.go","production-go","internal/endpoint/durableroot","durable-storage","first-source-pass"
"internal/endpoint/durableroot/access_windows.go","production-go","internal/endpoint/durableroot","durable-storage","first-source-pass"
"internal/endpoint/durableroot/doc.go","production-go","internal/endpoint/durableroot","durable-storage","first-source-pass"
"internal/endpoint/durableroot/lock_unix.go","production-go","internal/endpoint/durableroot","durable-storage","first-source-pass"
"internal/endpoint/durableroot/lock_windows.go","production-go","internal/endpoint/durableroot","durable-storage","first-source-pass"
"internal/endpoint/durableroot/root_test.go","go-test","internal/endpoint/durableroot","","unreviewed"
"internal/endpoint/durableroot/sync_unix.go","production-go","internal/endpoint/durableroot","durable-storage","first-source-pass"
"internal/endpoint/durableroot/sync_windows.go","production-go","internal/endpoint/durableroot","durable-storage","first-source-pass"
"internal/endpoint/fixture_address_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/fixture_certificate_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/fixture_id_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/heapdump_capture_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/heapdump_parser_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/heapdump_role_map_capture_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/installed_worker_artifact_linux.go","production-go","internal/endpoint","confined-application","first-source-pass"
"internal/endpoint/installed_worker_cgroup_linux.go","production-go","internal/endpoint","confined-application","first-source-pass"
"internal/endpoint/installed_worker_instance_linux.go","production-go","internal/endpoint","confined-application","first-source-pass"
"internal/endpoint/installed_worker_instance_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/installed_worker_manager_linux.go","production-go","internal/endpoint","confined-application","first-source-pass"
"internal/endpoint/installed_worker_manager_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/installed_worker_properties_linux.go","production-go","internal/endpoint","confined-application","first-source-pass"
"internal/endpoint/installed_worker_properties_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/permissionfile/doc.go","production-go","internal/endpoint/permissionfile","permission-issuance","first-source-pass"
"internal/endpoint/permissionfile/files_linux.go","production-go","internal/endpoint/permissionfile","permission-issuance","first-source-pass"
"internal/endpoint/permissionfile/files_linux_test.go","go-test","internal/endpoint/permissionfile","","unreviewed"
"internal/endpoint/portable/access_unix.go","production-go","internal/endpoint/portable","artifact-enrollment","first-source-pass"
"internal/endpoint/portable/access_windows.go","production-go","internal/endpoint/portable","artifact-enrollment","first-source-pass"
"internal/endpoint/portable/doc.go","production-go","internal/endpoint/portable","artifact-enrollment","first-source-pass"
"internal/endpoint/portable/lock_unix.go","production-go","internal/endpoint/portable","artifact-enrollment","first-source-pass"
"internal/endpoint/portable/lock_windows.go","production-go","internal/endpoint/portable","artifact-enrollment","first-source-pass"
"internal/endpoint/portable/paths_unix.go","production-go","internal/endpoint/portable","artifact-enrollment","first-source-pass"
"internal/endpoint/portable/paths_windows.go","production-go","internal/endpoint/portable","artifact-enrollment","first-source-pass"
"internal/endpoint/portable/roots.go","production-go","internal/endpoint/portable","artifact-enrollment","first-source-pass"
"internal/endpoint/portable/runtime.go","production-go","internal/endpoint/portable","artifact-enrollment","first-source-pass"
"internal/endpoint/portable/runtime_test.go","go-test","internal/endpoint/portable","","unreviewed"
"internal/endpoint/protected_service_attachment.go","production-go","internal/endpoint","service-connection","behavior-source-traced"
"internal/endpoint/protected_service_tls.go","production-go","internal/endpoint","service-connection","behavior-source-traced"
"internal/endpoint/protected_service_tls_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/publisher_attachment_acquisition.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/publisher_attachment_acquisition_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/publisher_introduction.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/publisher_introduction_harness_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/publisher_start.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/publisher_start_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/replacement/bundle.go","production-go","internal/endpoint/replacement","artifact-enrollment","first-source-pass"
"internal/endpoint/replacement/bundle_test.go","go-test","internal/endpoint/replacement","","unreviewed"
"internal/endpoint/replacement/contract.go","production-go","internal/endpoint/replacement","artifact-enrollment","first-source-pass"
"internal/endpoint/replacement/custody_nonmutation_test.go","go-test","internal/endpoint/replacement","","unreviewed"
"internal/endpoint/replacement/doc.go","production-go","internal/endpoint/replacement","artifact-enrollment","first-source-pass"
"internal/endpoint/replacement/lock_linux.go","production-go","internal/endpoint/replacement","artifact-enrollment","first-source-pass"
"internal/endpoint/replacement/lock_nonlinux.go","production-go","internal/endpoint/replacement","artifact-enrollment","first-source-pass"
"internal/endpoint/replacement/operation.go","production-go","internal/endpoint/replacement","artifact-enrollment","first-source-pass"
"internal/endpoint/replacement/operation_test.go","go-test","internal/endpoint/replacement","","unreviewed"
"internal/endpoint/replacement/owned_temporary_residue_linux_test.go","go-test","internal/endpoint/replacement","","unreviewed"
"internal/endpoint/replacement/owned_temporary_residue_test.go","go-test","internal/endpoint/replacement","","unreviewed"
"internal/endpoint/replacement/preactivation_retry.go","production-go","internal/endpoint/replacement","artifact-enrollment","first-source-pass"
"internal/endpoint/replacement/preactivation_retry_linux_test.go","go-test","internal/endpoint/replacement","","unreviewed"
"internal/endpoint/replacement/replacement_linux_test.go","go-test","internal/endpoint/replacement","","unreviewed"
"internal/endpoint/replacement/replacement_nonlinux_test.go","go-test","internal/endpoint/replacement","","unreviewed"
"internal/endpoint/replacement/replacement_test.go","go-test","internal/endpoint/replacement","","unreviewed"
"internal/endpoint/replacement/store.go","production-go","internal/endpoint/replacement","artifact-enrollment","first-source-pass"
"internal/endpoint/replacement/testdata/r049-public-vector-v1/1.snapshot.json","source-asset","internal/endpoint/replacement/testdata/r049-public-vector-v1","","unreviewed"
"internal/endpoint/replacement/testdata/r049-public-vector-v1/1.targets.json","source-asset","internal/endpoint/replacement/testdata/r049-public-vector-v1","","unreviewed"
"internal/endpoint/replacement/testdata/r049-public-vector-v1/README.md","source-asset","internal/endpoint/replacement/testdata/r049-public-vector-v1","","unreviewed"
"internal/endpoint/replacement/testdata/r049-public-vector-v1/artifact.bin","source-asset","internal/endpoint/replacement/testdata/r049-public-vector-v1","","unreviewed"
"internal/endpoint/replacement/testdata/r049-public-vector-v1/expected.json","source-asset","internal/endpoint/replacement/testdata/r049-public-vector-v1","","unreviewed"
"internal/endpoint/replacement/testdata/r049-public-vector-v1/root.json","source-asset","internal/endpoint/replacement/testdata/r049-public-vector-v1","","unreviewed"
"internal/endpoint/replacement/testdata/r049-public-vector-v1/timestamp.json","source-asset","internal/endpoint/replacement/testdata/r049-public-vector-v1","","unreviewed"
"internal/endpoint/service_administration.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/service_admission.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/service_connection.go","production-go","internal/endpoint","service-connection","behavior-source-traced"
"internal/endpoint/service_credential.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/service_destination_binding_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_doc.go","production-go","internal/endpoint","service-connection","first-source-pass"
"internal/endpoint/service_instance_fixture_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_name_origin.go","production-go","internal/endpoint","service-connection","first-source-pass"
"internal/endpoint/service_name_origin_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_publication.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/service_recovery_observation_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_recovery_overlap_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_recovery_sequence_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_recovery_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_resources.go","production-go","internal/endpoint","resource-diagnostics","first-source-pass"
"internal/endpoint/service_resources_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_runtime.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/service_runtime_fixture_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_stream.go","production-go","internal/endpoint","service-connection","first-source-pass"
"internal/endpoint/service_stream_bound_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_stream_semantics_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/service_tls.go","production-go","internal/endpoint","service-connection","behavior-source-traced"
"internal/endpoint/service_volatile_material.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/stream_qualification_artifact_linux.go","production-go","internal/endpoint","qualification","first-source-pass"
"internal/endpoint/stream_qualification_connections_linux.go","production-go","internal/endpoint","qualification","first-source-pass"
"internal/endpoint/stream_qualification_idle_linux.go","production-go","internal/endpoint","qualification","first-source-pass"
"internal/endpoint/stream_qualification_measurements_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/stream_qualification_preflight_linux.go","production-go","internal/endpoint","qualification","first-source-pass"
"internal/endpoint/stream_qualification_preflight_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/stream_qualification_reader_setup_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/stream_qualification_replenishment_linux.go","production-go","internal/endpoint","qualification","first-source-pass"
"internal/endpoint/stream_qualification_run_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/stream_qualification_runtime_linux.go","production-go","internal/endpoint","qualification","first-source-pass"
"internal/endpoint/target_link.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/target_link_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_administration_linux.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/text_administration_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_admitted_issuance_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_connection_linux.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/text_connection_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_context.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/text_context_guard_linux.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/text_context_retirement.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/text_context_shutdown.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/text_context_shutdown_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_context_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_data_role_observation_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_descriptor_history_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_descriptor_publication.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_descriptor_publication_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_endpoint_crash_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_interior_set.go","production-go","internal/endpoint","client-path","first-source-pass"
"internal/endpoint/text_interior_set_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_accept.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_introduction_admission.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_introduction_boundary_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_capsule_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_concurrency_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_dispatch.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_introduction_dispatch_state.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_introduction_dispatch_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_exchange.go","production-go","internal/endpoint","client-path","first-source-pass"
"internal/endpoint/text_introduction_exchange_lifetime.go","production-go","internal/endpoint","client-path","behavior-source-traced"
"internal/endpoint/text_introduction_exchange_lifetime_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_exchange_set.go","production-go","internal/endpoint","client-path","first-source-pass"
"internal/endpoint/text_introduction_handover_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_network_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_prefix_lifecycle.go","production-go","internal/endpoint","client-path","first-source-pass"
"internal/endpoint/text_introduction_prefix_lifecycle_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_prepare.go","production-go","internal/endpoint","client-path","first-source-pass"
"internal/endpoint/text_introduction_prepare_lifetime_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_receive.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_introduction_recipient.go","production-go","internal/endpoint","client-path","first-source-pass"
"internal/endpoint/text_introduction_recovery.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_introduction_recovery_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_refusal.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_introduction_refusal_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_registration.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_introduction_reopen_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_introduction_retry_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_issuance.go","production-go","internal/endpoint","permission-issuance","behavior-source-traced"
"internal/endpoint/text_issuance_idle_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_issuance_network_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_issuance_operation.go","production-go","internal/endpoint","permission-issuance","behavior-source-traced"
"internal/endpoint/text_issuance_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_issuer_stock.go","production-go","internal/endpoint","permission-issuance","behavior-source-traced"
"internal/endpoint/text_job_lifecycle.go","production-go","internal/endpoint","confined-application","first-source-pass"
"internal/endpoint/text_join_acquisition_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_join_network_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_join_service.go","production-go","internal/endpoint","client-path","behavior-source-traced"
"internal/endpoint/text_join_service_network_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_network_duty_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_network_fixture_window_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_network_node_events_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_network_node_fixture_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_operation_flight.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/text_participant.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/text_participant_linux.go","production-go","internal/endpoint","endpoint-admission","first-source-pass"
"internal/endpoint/text_participant_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_participant_observation_linux.go","production-go","internal/endpoint","resource-diagnostics","first-source-pass"
"internal/endpoint/text_participant_observation_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_permission.go","production-go","internal/endpoint","permission-issuance","behavior-source-traced"
"internal/endpoint/text_permission_files_linux.go","production-go","internal/endpoint","permission-issuance","behavior-source-traced"
"internal/endpoint/text_permission_files_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_permission_preparation_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_permission_provision_linux.go","production-go","internal/endpoint","permission-issuance","behavior-source-traced"
"internal/endpoint/text_permission_stock.go","production-go","internal/endpoint","permission-issuance","behavior-source-traced"
"internal/endpoint/text_permission_stock_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_permission_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_prefix_opening_operation.go","production-go","internal/endpoint","client-path","first-source-pass"
"internal/endpoint/text_prefix_opening_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_prefix_retirement.go","production-go","internal/endpoint","client-path","first-source-pass"
"internal/endpoint/text_publication_ack_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_publication_cleanup_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_publication_crash_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_publication_drain.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_publication_initial_ack_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_publication_link_linux.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_publication_link_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_publication_loss_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_publication_pair_lifecycle.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_publication_pair_lifecycle_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_publication_platform_linux.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_publication_refresh.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_publication_refresh_lifecycle_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_publication_refresh_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_publisher_network_linux.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
"internal/endpoint/text_publisher_network_linux_test.go","go-test","internal/endpoint","","unreviewed"
"internal/endpoint/text_publisher_prefix.go","production-go","internal/endpoint","publication-discovery","first-source-pass"
